die_id,lot_id,is_defect_168h,module_a_score,module_a_reject,pred_168h_gbr,pred_168h_ucl,module_b_abort,final_disposition
LOT_041_DIE_03390,LOT_041,0,0.2203562234457942,0,10.76314,17.792730188577757,0,PASS_FLIGHT_QUALIFIED
LOT_025_DIE_01174,LOT_025,0,0.09324794397740764,0,11.537261,18.828926700571078,0,PASS_FLIGHT_QUALIFIED
LOT_030_DIE_01079,LOT_030,0,0.07390851748835237,0,9.162169,16.30879626659258,0,PASS_FLIGHT_QUALIFIED
LOT_033_DIE_04282,LOT_033,0,0.19893155058385523,0,12.277815,19.84689464102153,0,PASS_FLIGHT_QUALIFIED
LOT_019_DIE_03268,LOT_019,0,0.24230243157822418,0,12.2460165,19.782099982210205,0,PASS_FLIGHT_QUALIFIED
LOT_012_DIE_03211,LOT_012,0,0.18098256026576898,0,14.282476,21.188601454393844,0,PASS_FLIGHT_QUALIFIED
LOT_047_DIE_02696,LOT_047,0,0.15379800242352892,0,12.048535,17.390547273764447,0,PASS_FLIGHT_QUALIFIED
LOT_027_DIE_02326,LOT_027,0,0.11978622185462745,0,8.777359,15.366163489703396,0,PASS_FLIGHT_QUALIFIED
LOT_026_DIE_01925,LOT_026,0,0.22076027594187664,0,12.916856,19.42323223555176,0,PASS_FLIGHT_QUALIFIED
LOT_021_DIE_04920,LOT_021,0,0.10243285726030152,0,11.974028,19.10375922725739,0,PASS_FLIGHT_QUALIFIED
LOT_013_DIE_04462,LOT_013,0,0.08299398659823101,0,14.894192,22.0210261568421,0,PASS_FLIGHT_QUALIFIED
LOT_041_DIE_02140,LOT_041,0,0.32415556351168584,0,15.910497,22.02385424767938,0,PASS_FLIGHT_QUALIFIED
LOT_048_DIE_03697,LOT_048,0,0.08851461875953995,0,12.695859,17.96216468495014,0,PASS_FLIGHT_QUALIFIED
LOT_004_DIE_02703,LOT_004,0,0.22761524476849565,0,13.907761,20.599095389463532,0,PASS_FLIGHT_QUALIFIED
LOT_009_DIE_00908,LOT_009,0,0.09929862183037176,0,14.300504,21.690103000383004,0,PASS_FLIGHT_QUALIFIED
LOT_050_DIE_00649,LOT_050,0,0.2408566157209171,0,12.983338,19.53734335751063,0,PASS_FLIGHT_QUALIFIED
LOT_041_DIE_01440,LOT_041,0,0.363812218396551,0,11.718151,18.364882679242335,0,PASS_FLIGHT_QUALIFIED
LOT_034_DIE_03783,LOT_034,0,0.11027201178216278,0,17.661016,24.98793060935078,0,PASS_FLIGHT_QUALIFIED
LOT_039_DIE_01688,LOT_039,0,0.23976802661126265,0,14.221176,21.23047884163773,0,PASS_FLIGHT_QUALIFIED
LOT_028_DIE_02677,LOT_028,0,0.13539004800090224,0,14.126811,20.630769638772087,0,PASS_FLIGHT_QUALIFIED
LOT_023_DIE_02322,LOT_023,0,0.1153699756419585,0,12.403657,18.156702386527563,0,PASS_FLIGHT_QUALIFIED
LOT_009_DIE_03708,LOT_009,0,0.10864079799701526,0,14.570949,21.947662806605692,0,PASS_FLIGHT_QUALIFIED
LOT_045_DIE_02094,LOT_045,0,0.23957194271005322,0,10.265836,16.90304849166467,0,PASS_FLIGHT_QUALIFIED
LOT_049_DIE_01098,LOT_049,0,0.1264086840661281,0,13.859083,20.888961778208767,0,PASS_FLIGHT_QUALIFIED
LOT_005_DIE_01704,LOT_005,0,0.23427346535746357,0,10.490434,18.324628667641168,0,PASS_FLIGHT_QUALIFIED
LOT_014_DIE_01613,LOT_014,0,0.15368464785599517,0,10.230039,15.876120463548686,0,PASS_FLIGHT_QUALIFIED
LOT_043_DIE_01942,LOT_043,0,0.17378428420126307,0,9.789171,17.114284671883162,0,PASS_FLIGHT_QUALIFIED
LOT_005_DIE_04804,LOT_005,0,0.031975982877325705,0,10.478656,16.704483499071053,0,PASS_FLIGHT_QUALIFIED
LOT_011_DIE_03760,LOT_011,0,0.13686416060153256,0,10.386886,15.385295561002579,0,PASS_FLIGHT_QUALIFIED
LOT_003_DIE_02152,LOT_003,0,0.08752623077635414,0,14.722182,22.88273220675218,0,PASS_FLIGHT_QUALIFIED
LOT_027_DIE_01026,LOT_027,0,0.27533700611801687,0,9.651698,16.44223693138691,0,PASS_FLIGHT_QUALIFIED
LOT_050_DIE_03199,LOT_050,0,0.185482402707343,0,11.619555,18.216880166573887,0,PASS_FLIGHT_QUALIFIED
LOT_029_DIE_00078,LOT_029,0,0.2664301688030094,0,14.732225,21.447034127610507,0,PASS_FLIGHT_QUALIFIED
LOT_028_DIE_03477,LOT_028,0,0.17335339376962544,0,12.214458,19.422440459958864,0,PASS_FLIGHT_QUALIFIED
LOT_049_DIE_02948,LOT_049,0,0.17581607319193382,0,12.807417,19.51153101129345,0,PASS_FLIGHT_QUALIFIED
LOT_043_DIE_02842,LOT_043,0,0.4104723329314972,0,8.629201,13.247376084954013,0,PASS_FLIGHT_QUALIFIED
LOT_038_DIE_03687,LOT_038,0,0.25268894057509006,0,8.94345,14.655765436641666,0,PASS_FLIGHT_QUALIFIED
LOT_002_DIE_04951,LOT_002,0,0.16056946759693122,0,18.217047,26.43582136340398,1,ABORT_MODULE_B_DRIFT_RUNAWAY
LOT_019_DIE_03768,LOT_019,0,0.3271714154315274,0,10.685907,16.425867686028667,0,PASS_FLIGHT_QUALIFIED
LOT_045_DIE_04194,LOT_045,0,0.36440602505835423,0,16.386316,22.882403562767713,0,PASS_FLIGHT_QUALIFIED
LOT_037_DIE_04486,LOT_037,0,0.08994924790711381,0,12.086433,18.284671442916046,0,PASS_FLIGHT_QUALIFIED
LOT_006_DIE_00655,LOT_006,0,0.18414731465367745,0,9.669535,16.145885546998972,0,PASS_FLIGHT_QUALIFIED
LOT_009_DIE_00858,LOT_009,0,0.1550161093088606,0,15.562709,24.351802680801022,0,PASS_FLIGHT_QUALIFIED
LOT_044_DIE_03443,LOT_044,0,0.2655809762777144,0,16.760233,23.475042277136552,0,PASS_FLIGHT_QUALIFIED
LOT_015_DIE_04214,LOT_015,0,0.22985189218784835,0,11.764064,19.19685835992904,0,PASS_FLIGHT_QUALIFIED
LOT_048_DIE_02647,LOT_048,0,0.2334165788821558,0,11.668525,19.594376621279704,0,PASS_FLIGHT_QUALIFIED
LOT_023_DIE_03372,LOT_023,0,0.3386970587041325,0,11.330482,18.06289673730101,0,PASS_FLIGHT_QUALIFIED
LOT_022_DIE_02271,LOT_022,0,0.13365875459895615,0,7.5536675,12.456591641677452,0,PASS_FLIGHT_QUALIFIED
LOT_005_DIE_03554,LOT_005,0,0.08279101925472165,0,10.541877,17.524273423040015,0,PASS_FLIGHT_QUALIFIED
LOT_044_DIE_04543,LOT_044,0,0.1886888521743639,0,14.993981,26.056142529486095,1,ABORT_MODULE_B_DRIFT_RUNAWAY
LOT_018_DIE_03217,LOT_018,0,0.09637779618289952,0,13.942383,20.327933336550522,0,PASS_FLIGHT_QUALIFIED
LOT_035_DIE_03134,LOT_035,0,0.38741203682831193,0,20.728565,24.198478840625377,0,PASS_FLIGHT_QUALIFIED
LOT_015_DIE_04364,LOT_015,0,0.13036362300918913,0,12.487027,20.69538241165805,0,PASS_FLIGHT_QUALIFIED
LOT_012_DIE_04361,LOT_012,0,0.13205008597267856,0,14.275622,20.680715264510688,0,PASS_FLIGHT_QUALIFIED
LOT_034_DIE_00633,LOT_034,0,0.10659037873580068,0,16.644127,24.836157614809647,0,PASS_FLIGHT_QUALIFIED
LOT_050_DIE_02849,LOT_050,0,0.09562991548351264,0,11.761787,18.20400550964883,0,PASS_FLIGHT_QUALIFIED
LOT_015_DIE_02614,LOT_015,0,0.20433904918253498,0,11.564744,17.600547561700672,0,PASS_FLIGHT_QUALIFIED
LOT_007_DIE_01306,LOT_007,0,0.389711686308373,0,9.037939,15.702762936726117,0,PASS_FLIGHT_QUALIFIED
LOT_029_DIE_02078,LOT_029,0,0.16654193644921994,0,14.770552,21.720277519758277,0,PASS_FLIGHT_QUALIFIED
LOT_026_DIE_00525,LOT_026,0,0.31291338817696535,0,14.486619,21.08887186527746,0,PASS_FLIGHT_QUALIFIED
LOT_034_DIE_03383,LOT_034,0,0.10138411804081474,0,15.120903,22.01811763677541,0,PASS_FLIGHT_QUALIFIED
LOT_021_DIE_03720,LOT_021,0,0.24286475013611192,0,12.5218,20.94581298008876,0,PASS_FLIGHT_QUALIFIED
LOT_015_DIE_01264,LOT_015,0,0.21696236290406515,0,18.309383,21.316457655134215,0,PASS_FLIGHT_QUALIFIED
LOT_011_DIE_01810,LOT_011,0,0.2949977274027186,0,11.081475,17.483780246695563,0,PASS_FLIGHT_QUALIFIED
LOT_005_DIE_03154,LOT_005,0,0.3079463911617887,0,11.741352,17.899986069180994,0,PASS_FLIGHT_QUALIFIED
LOT_007_DIE_04856,LOT_007,0,0.1485682267276232,0,11.623868,18.41850407174541,0,PASS_FLIGHT_QUALIFIED
LOT_045_DIE_04994,LOT_045,0,0.20757201174057888,0,11.065724,17.642506242341533,0,PASS_FLIGHT_QUALIFIED
LOT_024_DIE_02273,LOT_024,0,0.15818715249980314,0,13.066658,19.50027127249828,0,PASS_FLIGHT_QUALIFIED
LOT_009_DIE_01758,LOT_009,0,0.1338864050988453,0,15.320856,23.444254160271463,0,PASS_FLIGHT_QUALIFIED
LOT_049_DIE_04248,LOT_049,1,1.0,1,137.57475,161.64378130409537,1,REJECT_MODULE_A_OUTLIER
LOT_047_DIE_03546,LOT_047,0,0.19511554712013568,0,12.155705,16.45550696387023,0,PASS_FLIGHT_QUALIFIED
LOT_013_DIE_00262,LOT_013,0,0.3121050744039202,0,16.715338,24.74050184088069,0,PASS_FLIGHT_QUALIFIED
LOT_009_DIE_01558,LOT_009,0,0.13969823033187667,0,14.070443,20.867235402305553,0,PASS_FLIGHT_QUALIFIED
LOT_021_DIE_03370,LOT_021,0,0.0819971007960383,0,14.249992,20.886505359927117,0,PASS_FLIGHT_QUALIFIED
LOT_009_DIE_03358,LOT_009,0,0.07756593837347363,0,14.7319765,21.190671593756058,0,PASS_FLIGHT_QUALIFIED
LOT_048_DIE_01947,LOT_048,0,0.15587944271324478,0,14.293429,20.98124484289015,0,PASS_FLIGHT_QUALIFIED
LOT_042_DIE_03691,LOT_042,0,0.13706847541730785,0,11.929966,19.03288023009843,0,PASS_FLIGHT_QUALIFIED
LOT_023_DIE_02922,LOT_023,0,0.14784055952423936,0,11.722674,17.47860071298244,0,PASS_FLIGHT_QUALIFIED
LOT_012_DIE_02161,LOT_012,0,0.3363060176092879,0,17.446783,24.823745681566383,0,PASS_FLIGHT_QUALIFIED
LOT_042_DIE_00341,LOT_042,0,0.020352488191541434,0,12.720906,19.588472457044702,0,PASS_FLIGHT_QUALIFIED
LOT_025_DIE_04674,LOT_025,0,0.26727327084412317,0,11.69504,17.93714491325018,0,PASS_FLIGHT_QUALIFIED
LOT_025_DIE_01124,LOT_025,0,0.11150295867584775,0,12.460753,20.75217030937309,0,PASS_FLIGHT_QUALIFIED
LOT_004_DIE_03103,LOT_004,0,0.15764043598911037,0,13.342439,20.802614923469775,0,PASS_FLIGHT_QUALIFIED
LOT_030_DIE_01379,LOT_030,0,0.14906882050008421,0,8.482567,13.954699308356016,0,PASS_FLIGHT_QUALIFIED
LOT_005_DIE_01454,LOT_005,0,0.08442897755325368,0,9.815676,16.528463878669314,0,PASS_FLIGHT_QUALIFIED
LOT_025_DIE_01374,LOT_025,0,0.08842756004634893,0,10.835287,15.6261553163323,0,PASS_FLIGHT_QUALIFIED
LOT_039_DIE_02338,LOT_039,0,0.07597987207718448,0,15.445619,22.752742245678462,0,PASS_FLIGHT_QUALIFIED
LOT_008_DIE_00957,LOT_008,1,0.6554080331783725,1,84.69521,104.84803439549803,1,REJECT_MODULE_A_OUTLIER
LOT_048_DIE_03947,LOT_048,0,0.0,0,12.996902,20.780312313079186,0,PASS_FLIGHT_QUALIFIED
LOT_039_DIE_00688,LOT_039,0,0.04070049530427014,0,13.867669,20.154757004941654,0,PASS_FLIGHT_QUALIFIED
LOT_037_DIE_02436,LOT_037,1,0.5638445387172009,1,83.05191,91.59079428954367,1,REJECT_MODULE_A_OUTLIER
LOT_035_DIE_04784,LOT_035,0,0.08254574628496919,0,15.787393,23.47909338654939,0,PASS_FLIGHT_QUALIFIED
LOT_030_DIE_03229,LOT_030,0,0.23709511865539726,0,8.39058,13.924717282312267,0,PASS_FLIGHT_QUALIFIED
LOT_038_DIE_02887,LOT_038,0,0.08558091513519099,0,9.741545,14.423874653112197,0,PASS_FLIGHT_QUALIFIED
LOT_016_DIE_01215,LOT_016,0,0.186221494986259,0,12.168695,18.48024222232214,0,PASS_FLIGHT_QUALIFIED
LOT_018_DIE_03567,LOT_018,0,0.04608127630738004,0,16.152748,23.55592318803977,0,PASS_FLIGHT_QUALIFIED
LOT_016_DIE_04565,LOT_016,0,0.3134459431908967,0,9.7207985,15.029452114858168,0,PASS_FLIGHT_QUALIFIED
LOT_008_DIE_02007,LOT_008,0,0.2901547485531214,0,16.35788,23.312483990913492,0,PASS_FLIGHT_QUALIFIED
LOT_024_DIE_03473,LOT_024,0,0.2568583611409265,0,15.947281,21.307033166998426,0,PASS_FLIGHT_QUALIFIED
LOT_032_DIE_01081,LOT_032,0,0.0837373214465506,0,9.450559,16.14273769235244,0,PASS_FLIGHT_QUALIFIED
LOT_045_DIE_03044,LOT_045,0,0.28914132877932086,0,12.638648,18.656870503161002,0,PASS_FLIGHT_QUALIFIED
LOT_048_DIE_03997,LOT_048,0,0.17217256940812684,0,13.141144,20.19456067116476,0,PASS_FLIGHT_QUALIFIED
LOT_026_DIE_02625,LOT_026,0,0.09081135218770692,0,15.122315,22.684526911829686,0,PASS_FLIGHT_QUALIFIED
LOT_018_DIE_01017,LOT_018,0,0.13383047692765349,0,13.97945,21.103381757101154,0,PASS_FLIGHT_QUALIFIED
LOT_031_DIE_04580,LOT_031,0,0.09490562744103768,0,13.64693,20.419667984895007,0,PASS_FLIGHT_QUALIFIED
LOT_004_DIE_04903,LOT_004,0,0.19485892025746487,0,14.274855,21.56488900260159,0,PASS_FLIGHT_QUALIFIED
LOT_027_DIE_01226,LOT_027,0,0.08177618334972128,0,8.481934,14.557030171100212,0,PASS_FLIGHT_QUALIFIED
LOT_010_DIE_00559,LOT_010,0,0.2202270021516941,0,12.586679,19.404724798271644,0,PASS_FLIGHT_QUALIFIED
LOT_026_DIE_04725,LOT_026,0,0.07961825309710387,0,13.326238,18.82276725662833,0,PASS_FLIGHT_QUALIFIED
LOT_028_DIE_01227,LOT_028,0,0.009102512810913248,0,13.063969,20.709901049633796,0,PASS_FLIGHT_QUALIFIED
LOT_015_DIE_03214,LOT_015,0,0.06569271890638256,0,10.823663,17.18341301885968,0,PASS_FLIGHT_QUALIFIED
LOT_047_DIE_04396,LOT_047,0,0.2982080352523493,0,12.208334,16.830349459986053,0,PASS_FLIGHT_QUALIFIED
LOT_040_DIE_02139,LOT_040,0,0.38378105906141446,0,14.350842,21.48408380068662,0,PASS_FLIGHT_QUALIFIED
LOT_040_DIE_00489,LOT_040,0,0.16939985739142424,0,14.664297,21.327240111303666,0,PASS_FLIGHT_QUALIFIED
LOT_002_DIE_03251,LOT_002,0,0.22963725935155999,0,16.774883,23.210282930402936,0,PASS_FLIGHT_QUALIFIED
LOT_004_DIE_00403,LOT_004,0,0.15172460500228746,0,12.779589,19.3889082499855,0,PASS_FLIGHT_QUALIFIED
LOT_002_DIE_02151,LOT_002,0,0.176116185784978,0,16.07415,23.80646236309704,0,PASS_FLIGHT_QUALIFIED
LOT_025_DIE_03674,LOT_025,0,0.027929999122442598,0,12.521947,19.53017443842899,0,PASS_FLIGHT_QUALIFIED
LOT_037_DIE_04836,LOT_037,0,0.20719606414254654,0,9.57997,15.583919656783642,0,PASS_FLIGHT_QUALIFIED
LOT_021_DIE_02620,LOT_021,0,0.509893479718237,1,13.240927,19.628364969455177,0,REJECT_MODULE_A_OUTLIER
LOT_048_DIE_04547,LOT_048,0,0.15121780078446417,0,12.676999,18.834397430457678,0,PASS_FLIGHT_QUALIFIED
LOT_046_DIE_04495,LOT_046,0,0.1209894733630498,0,15.225571,23.02595967822725,0,PASS_FLIGHT_QUALIFIED
LOT_008_DIE_02957,LOT_008,0,0.15417368565414055,0,14.863222,20.71384316114385,0,PASS_FLIGHT_QUALIFIED
LOT_040_DIE_02589,LOT_040,0,0.13291403235986837,0,12.363242,18.5499002836288,0,PASS_FLIGHT_QUALIFIED
LOT_027_DIE_04426,LOT_027,0,0.18212480034715955,0,12.897645,20.16713557371554,0,PASS_FLIGHT_QUALIFIED
LOT_009_DIE_01858,LOT_009,0,0.28117666764801,0,16.37421,23.127958612653813,0,PASS_FLIGHT_QUALIFIED
LOT_030_DIE_00029,LOT_030,0,0.33586552807595016,0,11.936445,17.634349477347875,0,PASS_FLIGHT_QUALIFIED
LOT_049_DIE_00798,LOT_049,0,0.16038784942913775,0,12.4250555,18.181265596374313,0,PASS_FLIGHT_QUALIFIED
LOT_035_DIE_03084,LOT_035,0,0.2166223597989233,0,17.447292,25.575577257098814,1,ABORT_MODULE_B_DRIFT_RUNAWAY
LOT_003_DIE_03452,LOT_003,0,0.16020848228066303,0,14.865578,21.986339782851687,0,PASS_FLIGHT_QUALIFIED
LOT_010_DIE_04459,LOT_010,0,0.17878026790095403,0,13.345373,20.46647665329335,0,PASS_FLIGHT_QUALIFIED
LOT_017_DIE_02566,LOT_017,0,0.23227116809782425,0,13.306549,19.53991548476197,0,PASS_FLIGHT_QUALIFIED
LOT_032_DIE_04981,LOT_032,0,0.2638869660211324,0,11.349597,17.700857881378877,0,PASS_FLIGHT_QUALIFIED
LOT_028_DIE_01277,LOT_028,0,0.12898383076089392,0,13.147709,20.92998724051402,0,PASS_FLIGHT_QUALIFIED
LOT_030_DIE_02879,LOT_030,0,0.18547437509690604,0,11.88091,19.13933014010098,0,PASS_FLIGHT_QUALIFIED
LOT_028_DIE_02627,LOT_028,0,0.12944268796731864,0,13.473317,21.21466467257441,0,PASS_FLIGHT_QUALIFIED
LOT_043_DIE_02242,LOT_043,0,0.12412327534047074,0,11.025577,16.600911630224264,0,PASS_FLIGHT_QUALIFIED
LOT_021_DIE_00770,LOT_021,0,0.2246067915814176,0,14.02873,20.784140812635894,0,PASS_FLIGHT_QUALIFIED
LOT_012_DIE_03761,LOT_012,0,0.28413745057317286,0,16.403835,22.699146581259686,0,PASS_FLIGHT_QUALIFIED
LOT_044_DIE_01743,LOT_044,0,0.2784055652552041,0,16.073324,23.198037775553868,0,PASS_FLIGHT_QUALIFIED
LOT_021_DIE_00070,LOT_021,0,0.12280111723565494,0,15.694663,20.553447645563136,0,PASS_FLIGHT_QUALIFIED
LOT_013_DIE_01912,LOT_013,0,0.2657260384023627,0,16.102257,23.820869985389464,0,PASS_FLIGHT_QUALIFIED
LOT_019_DIE_03218,LOT_019,0,0.2956509658512694,0,14.340602,22.62478996841476,0,PASS_FLIGHT_QUALIFIED
LOT_029_DIE_01178,LOT_029,0,0.07335300516964924,0,14.091266,20.889139842781802,0,PASS_FLIGHT_QUALIFIED
LOT_015_DIE_01114,LOT_015,0,0.14058903435523315,0,11.479525,17.35762337165389,0,PASS_FLIGHT_QUALIFIED
LOT_028_DIE_03627,LOT_028,0,0.3222249888314752,0,13.239484,20.018711283181624,0,PASS_FLIGHT_QUALIFIED
LOT_047_DIE_04296,LOT_047,0,0.21555009813301904,0,15.040493,23.320915486979295,0,PASS_FLIGHT_QUALIFIED
LOT_048_DIE_01047,LOT_048,0,0.07322279264603762,0,15.354879,22.00268477025939,0,PASS_FLIGHT_QUALIFIED
LOT_040_DIE_00339,LOT_040,0,0.21777913401363153,0,13.156077,19.28453097956552,0,PASS_FLIGHT_QUALIFIED
LOT_025_DIE_00474,LOT_025,0,0.012920386517435808,0,11.856077,18.747771304001606,0,PASS_FLIGHT_QUALIFIED
LOT_042_DIE_04741,LOT_042,0,0.17253630563463113,0,11.463539,18.674647975641307,0,PASS_FLIGHT_QUALIFIED
LOT_013_DIE_03312,LOT_013,0,0.290280014984603,0,16.242952,25.049789173847728,1,ABORT_MODULE_B_DRIFT_RUNAWAY
LOT_011_DIE_03960,LOT_011,0,0.13877445580723935,0,8.99452,14.240938188452672,0,PASS_FLIGHT_QUALIFIED
LOT_048_DIE_04347,LOT_048,0,0.2439736479675026,0,13.742977,19.0311096158279,0,PASS_FLIGHT_QUALIFIED
LOT_007_DIE_00406,LOT_007,0,0.17406991038406505,0,9.859422,16.84761131310734,0,PASS_FLIGHT_QUALIFIED
LOT_016_DIE_02315,LOT_016,0,0.05266586397159756,0,12.664643,19.43021702221029,0,PASS_FLIGHT_QUALIFIED
LOT_031_DIE_02130,LOT_031,0,0.0697807203483952,0,14.346444,20.535440793051528,0,PASS_FLIGHT_QUALIFIED
LOT_024_DIE_02473,LOT_024,0,0.45423897952406517,1,16.220673,22.759816341594885,0,REJECT_MODULE_A_OUTLIER
LOT_020_DIE_04819,LOT_020,0,0.33947801276386136,0,13.608594,18.956238315317538,0,PASS_FLIGHT_QUALIFIED
LOT_047_DIE_00496,LOT_047,0,0.11002146304168503,0,12.46094,19.8199173495253,0,PASS_FLIGHT_QUALIFIED
LOT_005_DIE_02154,LOT_005,0,0.08626781453938441,0,12.595222,20.256186975400844,0,PASS_FLIGHT_QUALIFIED
LOT_023_DIE_04172,LOT_023,0,0.17179078292807476,0,13.352509,19.71450263762238,0,PASS_FLIGHT_QUALIFIED
LOT_005_DIE_04354,LOT_005,0,0.10427244241884562,0,9.550813,15.891607858226273,0,PASS_FLIGHT_QUALIFIED
LOT_003_DIE_03002,LOT_003,0,0.018994254318276962,0,14.793209,21.519398019833194,0,PASS_FLIGHT_QUALIFIED
LOT_027_DIE_01176,LOT_027,0,0.20720291895109166,0,9.240465,15.760978407607164,0,PASS_FLIGHT_QUALIFIED
LOT_004_DIE_04853,LOT_004,0,0.17684049526842838,0,13.613834,21.53357298339799,0,PASS_FLIGHT_QUALIFIED
LOT_045_DIE_03894,LOT_045,0,0.21593665520579955,0,10.210188,16.070614622411583,0,PASS_FLIGHT_QUALIFIED
LOT_009_DIE_03908,LOT_009,0,0.12935946999984813,0,13.914231,22.451191517034378,0,PASS_FLIGHT_QUALIFIED
LOT_039_DIE_01988,LOT_039,0,0.1683769263667383,0,14.738478,22.27949235965815,0,PASS_FLIGHT_QUALIFIED
LOT_040_DIE_03189,LOT_040,0,0.04818110225672684,0,13.441762,19.81393175341379,0,PASS_FLIGHT_QUALIFIED
LOT_017_DIE_01916,LOT_017,0,0.14375540371683737,0,12.685834,19.734874797365972,0,PASS_FLIGHT_QUALIFIED
